# npts = 3611
# number of variables = 27
density
temperature
ye
velx
pressure
entr
abar
enuc
n
H1
p
He3
He4
C12
N14
O16
Ne20
Mg24
Si28
S32
Ar36
Ca40
Ti44
Cr48
Fe52
Fe54
Ni56
                50062749883900      8.5061301936299999058e-09          35645.645554599999741          0.8218281642339999582           2025.052434250000033          40784.503584799997043          35.758261793899997372          1.3717727876900001061      1.0551739789699999902e-27      1.0035163405300000949e-99         0.64375744591700001518      1.0035163405300000949e-99      1.9443709116999999796e-05         0.33617788789500002711       0.0020539631073399999654       0.0040558416029999998925       0.0079387678943300000328       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586553350499999561e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50100011201700      8.4823535409299998113e-09          35582.831559600002947         0.82182816634699995539          2027.5285374699999466          40583.986150800003088          35.753267846399999996           1.371772781730000057      1.0522241378800000727e-27      1.0035163405300000949e-99         0.64375745014300000957      1.0035163405300000949e-99      1.9443709460999998503e-05         0.33617788366099998765       0.0020539631414499999462       0.0040558414723600002064       0.0079387679981700008669       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586545026000000247e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50137209846700      8.4587537373400006534e-09           35519.79418849999638         0.82182816844999995176          2029.9519331599999532          40384.539966700001969          35.748284369200000299          1.3717727758000000104      1.0492962391199999725e-27      1.0035163405300000949e-99          0.6437574543490000023      1.0035163405300000949e-99      1.9443709803500000116e-05         0.33617787944700000535       0.0020539631753900000621        0.004055841342330000418       0.0079387681015199995649       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586536740099999266e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50174401157000      8.4353297796699999333e-09          35456.533782300000894          0.8218281705429999473           2032.337277659999927          40186.158401399996364          35.743311486899997931          1.3717727698999999664      1.0463901581700000538e-27      1.0035163405300000949e-99         0.64375745853499999338      1.0035163405300000949e-99      1.9443710144400000537e-05         0.33617787525300002471       0.0020539632091700001267       0.0040558412128999998467       0.0079387682043900002771       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586528492800000734e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50211612716800      8.4120162688099999816e-09          35392.869322300000931         0.82182817263300000921          2034.6829787500000748          39988.280631200002972          35.738334797800000331          1.3717727639999999223      1.0434977813099999677e-27      1.0035163405300000949e-99         0.64375746271400002829      1.0035163405300000949e-99      1.9443710484700000088e-05         0.33617787106699997812       0.0020539632428999998227       0.0040558410837100000029       0.0079387683070700001964       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05       1.558652026089999966e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50248858230400      8.3888138091099999013e-09          35328.796820800002024         0.82182817471799995968          2036.9887482399999499          39790.905702900003234            35.7333541674000017          1.3717727581200001019      1.0406191834900000448e-27      1.0035163405300000949e-99         0.64375746688500001813      1.0035163405300000949e-99      1.9443710824300001447e-05         0.33617786688799999872       0.0020539632765599999571       0.0040558409547699998329       0.0079387684095599993228       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586512044500000733e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50286039721000      8.3657879459700005456e-09          35264.493193900001643         0.82182817679399999822          2039.2410077300000921          39594.584734700001718          35.728383336599996767          1.3717727522600000611      1.0377624965499999613e-27      1.0035163405300000949e-99         0.64375747103699998419      1.0035163405300000949e-99      1.9443711162300001614e-05         0.33617786272900002098       0.0020539633100600000401       0.0040558408264299997473       0.0079387685115700004634       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586503866700000137e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50323212581400      8.3429375442599999451e-09          35199.959283800002595         0.82182817886000003593          2041.4514090499999384          39399.311212400003569          35.723422786500002246          1.3717727464300000229      1.0349275796100000567e-27      1.0035163405300000949e-99          0.6437574751689999486      1.0035163405300000949e-99        1.94437114988000013e-05         0.33617785858999998938       0.0020539633434000000717        0.004055840698689999746       0.0079387686131000001488       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586495727300000849e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50360404413500       8.320198572560000241e-09           35135.01060839999991         0.82182818092200005111           2043.621639949999917          39204.532133200002136          35.718458500600000605          1.3717727406199999862       1.032106488639999949e-27      1.0035163405300000949e-99         0.64375747929299997896      1.0035163405300000949e-99      1.9443711834599999405e-05         0.33617785445800002497       0.0020539633766799999214       0.0040558405711899996049       0.0079387687144300000952       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586487603500000161e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50397628921300      8.2975714937500002891e-09          35069.643619499998749         0.82182818298000004376           2045.749031450000075          39010.246547299997474           35.71349073870000268          1.3717727348099999496      1.0292992810499999141e-27      1.0035163405300000949e-99         0.64375748340899996425      1.0035163405300000949e-99      1.9443712169699999318e-05         0.33617785033499997249       0.0020539634099000000228       0.0040558404439400000049       0.0079387688155699992487       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586479495400000704e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50434788009600      8.2751201943799991787e-09          35004.039685999996436         0.82182818502900001345          2047.8213454300000649          38816.997878700000001          35.708533635999998523          1.3717727290299999154       1.026513882839999972e-27      1.0035163405300000949e-99         0.64375748750499994788      1.0035163405300000949e-99      1.9443712503299998749e-05          0.3361778462309999993       0.0020539634429600000728        0.004055840317289999622       0.0079387689162300004164       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586471425599999923e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50471937119800      8.2528433559199993388e-09          34938.200285400002031         0.82182818706799998232          2049.8513554199998907          38624.779675899997528          35.703588085900001659          1.3717727232800001058      1.0237501303900000055e-27      1.0035163405300000949e-99         0.64375749158299999664      1.0035163405300000949e-99      1.9443712835300000377e-05         0.33617784214599999437        0.002053963475869999885       0.0040558401912500000042       0.0079387690164200008097       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586463394099999877e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50509103870000      8.2306782842700003571e-09          34871.937529399998311         0.82182818910199995077          2051.8376148699999248          38433.046688499998709          35.698640488499997048           1.371772717540000075        1.02100024561000007e-27      1.0035163405300000949e-99         0.64375749565200002245      1.0035163405300000949e-99      1.9443713166700001135e-05           0.336177838068999979       0.0020539635087100001354       0.0040558400654400004332       0.0079387691164099997293       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586455378200000491e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50546301964900      8.2086252472999995038e-09          34805.248480800000834         0.82182819113299998559          2053.7791465099999186          38241.797954000001482          35.693691445900000758           1.371772711810000045      1.0182642617099999843e-27      1.0035163405300000949e-99         0.64375749971399998106      1.0035163405300000949e-99      1.9443713497400000312e-05         0.33617783400000000871       0.0020539635414799999567       0.0040558399398799996685       0.0079387692162099995907       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586447377899999705e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50583433209000      8.1867464180199999563e-09          34738.319219700002577         0.82182819315400001958          2055.6655533600001036          38051.569301299998187          35.688755367699997123          1.3717727061100000174      1.0155498920799999773e-27      1.0035163405300000949e-99         0.64375750375600004904      1.0035163405300000949e-99      1.9443713826500001686e-05         0.33617782995099998455       0.0020539635740999999738       0.0040558398149199998556       0.0079387693155299997316       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586439415799999083e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50620553087200      8.1650402630499994654e-09          34671.152014799998142         0.82182819516600003062          2057.5077270599999792          37862.354400700001861          35.683833419000002607          1.3717727004399999924      1.0128569464499999111e-27      1.0035163405300000949e-99         0.64375750777899998223      1.0035163405300000949e-99       1.944371415409999919e-05         0.33617782592099998418       0.0020539636065700001867       0.0040558396905500003135       0.0079387694143800008328       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586431491600001026e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50657689233600      8.1434453116500003619e-09          34603.555666699998255         0.82182819717300004125          2059.3041742899999917          37673.615545200002089          35.678911875899999018          1.3717726947699999673      1.0101777985199999451e-27      1.0035163405300000949e-99         0.64375751179399998136      1.0035163405300000949e-99      1.9443714480999998501e-05         0.33617782189799999548       0.0020539636389699999705       0.0040558395664199997643       0.0079387695130399994065       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586423582999999511e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50694855355300      8.1219614486600004841e-09          34535.527976099998341         0.82182819917700000723           2061.054907639999783          37485.351846099998511          35.673989443600000016          1.3717726891199999439      1.0075124339700000453e-27      1.0035163405300000949e-99         0.64375751580100004645      1.0035163405300000949e-99      1.9443714807300000331e-05         0.33617781788399997422       0.0020539636713100000061       0.0040558394425399997563       0.0079387696114999999758       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586415689799999571e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50731953177200       8.100648938810000573e-09          34467.259809600000153         0.82182820117099997237          2062.7497964099998171          37298.091604399996868          35.669077891299998839           1.371772683499999923      1.0048683294399999812e-27      1.0035163405300000949e-99         0.64375751978899997674      1.0035163405300000949e-99      1.9443715132000000969e-05         0.33617781388899997674       0.0020539637034899999903       0.0040558393192500000191       0.0079387697094899997707       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586407834399999565e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50769038225300      8.0795059041900005562e-09          34398.754098899997189         0.82182820315600002559          2064.3992251999998189          37111.828596400002425          35.664175433799996995          1.3717726778999999038      1.0022452519200000536e-27      1.0035163405300000949e-99         0.64375752375799999427      1.0035163405300000949e-99      1.9443715455200001125e-05         0.33617780991200002516       0.0020539637355200001702       0.0040558391965499996853       0.0079387698070199994721       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586400016600000411e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50806138151200      8.0584720934399995206e-09          34329.816076100003556         0.82182820513599996737          2066.0012920799999847          36926.032623400002194          35.659265521300000046          1.3717726723100001074      9.9963572639300006904e-28      1.0035163405300000949e-99         0.64375752771899996674      1.0035163405300000949e-99      1.9443715777699999701e-05         0.33617780594399998551       0.0020539637674900001682       0.0040558390740900000793       0.0079387699043600001153       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05        1.55863922141000002e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50843266668600      8.0375472577199999087e-09          34260.444038100002217         0.82182820711299997551          2067.5565677700001288           36740.70276179999928          35.654345384899997384          1.3717726667300000898      9.9703972197200006995e-28      1.0035163405300000949e-99         0.64375753167299998303      1.0035163405300000949e-99      1.9443716099700001504e-05         0.33617780198300001304       0.0020539637993900001708       0.0040558389518599996526       0.0079387700014999992848       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586384426900000993e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50880325444400      8.0167901154599998725e-09          34190.833475799998268         0.82182820908099996071          2069.0565692499999386          36556.359995500002697          35.649425733400001093          1.3717726611800000747      9.9446452343200007313e-28      1.0035163405300000949e-99         0.64375753560799997555      1.0035163405300000949e-99      1.9443716420000001406e-05         0.33617779804199998672       0.0020539638311399999356       0.0040558388302200003642       0.0079387700981800000954       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586376677000000921e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50917370040000      7.9961987168100005497e-09          34120.987857499996608         0.82182821103899994508          2070.5083357399998931           36372.99814879999758          35.644503794199998481           1.371772655660000062      9.9190988884299998353e-28      1.0035163405300000949e-99         0.64375753952299996641      1.0035163405300000949e-99      1.9443716738900001536e-05          0.3361777941190000063       0.0020539638627500001432       0.0040558387091699996119       0.0079387701944000008125       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586368964100000328e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50954428123400      7.9757142128299994192e-09          34050.708803000001353         0.82182821299300001794          2071.9136135399999148          36190.094430199998897          35.639561973299997533          1.3717726501500000502      9.8936851719299995426e-28      1.0035163405300000949e-99         0.64375754343199997898      1.0035163405300000949e-99      1.9443717057100000085e-05         0.33617779020299998205       0.0020539638942899999217       0.0040558385883399999602       0.0079387702904300007367       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586361266400000167e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                50991513415000       7.955336284140000012e-09          33979.995131499999843         0.82182821494299995724           2073.270214770000166          36007.647925500001293          35.634596563700000615          1.3717726446500000392      9.8684036884100000394e-28      1.0035163405300000949e-99          0.6437575473319999686      1.0035163405300000949e-99      1.9443717374700001153e-05         0.33617778629599998075       0.0020539639257600001386       0.0040558384677599999824       0.0079387703862800005489       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05       1.558635358360000078e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51028527541200      7.9351221318700005636e-09          33909.046984799999336         0.82182821688399998461          2074.5716003600000477           35826.17232309999963          35.629617650100001924          1.3717726391700000299      9.8433254031299991965e-28      1.0035163405300000949e-99         0.64375755121400002334      1.0035163405300000949e-99       1.944371769079999835e-05         0.33617778240700002534        0.002053963957089999931       0.0040558383477399999675       0.0079387704816599995866       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586345937599999729e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51065526092100      7.9150697835200004039e-09           33837.86837309999828         0.82182821881599998903          2075.8248948700002074           35645.66158909999649          35.624621859000001223          1.3717726337200000231      9.8184478686500000944e-28      1.0035163405300000949e-99         0.64375755507800003219      1.0035163405300000949e-99      1.9443718005399998454e-05         0.33617777853600000482       0.0020539639882699999192       0.0040558382283100002236       0.0079387705765999998925       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586338328099999416e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51102536749100      7.8951217712099999591e-09          33766.257335399997828         0.82182822074399997092          2077.0293021299999054          35465.600172200000088          35.619590858099996922           1.371772628280000017      9.7936997884199993383e-28      1.0035163405300000949e-99         0.64375755893399999596      1.0035163405300000949e-99      1.9443718319400001075e-05         0.33617777467299997385       0.0020539640193900001591       0.0040558381090999998456       0.0079387706713400004593       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586330733399999306e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51139573238700      7.8752777277800008253e-09          33694.213241799996467          0.8218282226680000413          2078.1862905600000886          35285.987168599996949          35.614520525899997949          1.3717726228500000119      9.7690807067499995973e-28      1.0035163405300000949e-99         0.64375756278200002569      1.0035163405300000949e-99      1.9443718632799999438e-05         0.33617777081799998795       0.0020539640504499997835       0.0040558379901200003817       0.0079387707659099998603       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586323153400000887e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51176537163900      7.8555933991600001656e-09          33621.940890600002604          0.8218282245829999777          2079.2868800599999304          35107.329121499999019          35.609421101499997064          1.3717726174500000091      9.7446597834300002486e-28      1.0035163405300000949e-99         0.64375756661200000952      1.0035163405300000949e-99      1.9443718944599999997e-05         0.33617776698099999244       0.0020539640813600000373        0.004055837871709999827       0.0079387708600199991676       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586315609500000919e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51213484135800      7.8360668047300003334e-09          33549.444840500000282         0.82182822648999998005           2080.339490559999831          34929.620099200001277          35.604289298099999428          1.3717726120700000081      9.7204345609500000744e-28      1.0035163405300000949e-99         0.64375757042500003635      1.0035163405300000949e-99      1.9443719255000000784e-05         0.33617776316199998732       0.0020539641121200000531       0.0040558377538600001028       0.0079387709536899997431       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586308101500000317e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51250441846400      7.8166418512400005827e-09           33476.51961239999946         0.82182822839199998199          2081.3430841200001851          34752.351710800001456          35.599106605000002901          1.3717726067100000087      9.6963354482899993369e-28      1.0035163405300000949e-99         0.64375757422900004023      1.0035163405300000949e-99      1.9443719564900001411e-05         0.33617775934999999388       0.0020539641428199998871       0.0040558376362299997445       0.0079387710471800002066       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05       1.558630060789999969e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51287424027000      7.7973181329599999146e-09          33403.165165099999285          0.8218282302910000503             2082.2976657600002          34575.523033299999952          35.593869278799999734          1.3717726013500000093       9.672361941969999496e-28      1.0035163405300000949e-99          0.6437575780269999548      1.0035163405300000949e-99      1.9443719874100000457e-05         0.33617775554599998999       0.0020539641734699997863       0.0040558375188300003003        0.007938771140490000558       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586293128699999039e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51324332273900      7.7781499962999996835e-09          33329.590943000002881         0.82182823218099998464          2083.1977164199997787          34399.633610700002464          35.588588717000000372          1.3717725960200000124      9.6485814652999991373e-28      1.0035163405300000949e-99         0.64375758180599995661      1.0035163405300000949e-99      1.9443720181799999022e-05         0.33617775175899999862       0.0020539642039699998813       0.0040558374019899999519       0.0079387712333600004427       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586285684899999013e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51361222211900      7.7591354573899996898e-09          33255.802074799998081         0.82182823406100002916          2084.0487638399999923          34224.677580800002033          35.583262564800001826          1.3717725907100000171       9.624991556819999892e-28      1.0035163405300000949e-99         0.64375758556800000143      1.0035163405300000949e-99      1.9443720488100001202e-05         0.33617774799099997551       0.0020539642343299999855        0.004055837285699999753       0.0079387713257899998609       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586278276399999041e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51398121539400      7.7402197718800007774e-09          33181.589666100000613         0.82182823593900000692          2084.8507734700001492          34050.153612200003408          35.577872816700001124          1.3717725854200000235      9.6015242991299993693e-28      1.0035163405300000949e-99         0.64375758932200000118      1.0035163405300000949e-99      1.9443720793799999124e-05          0.3361777442300000196       0.0020539642646299999078       0.0040558371696299997874       0.0079387714180499998479       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586270881900000875e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51435043991800      7.7214025013600001151e-09          33106.954322400000819         0.82182823781299996213          2085.6036411599998246          33876.060782000000472          35.572416954899999553          1.3717725801300000299      9.5781791481599993702e-28      1.0035163405300000949e-99         0.64375759307000002263      1.0035163405300000949e-99      1.9443721099000000274e-05         0.33617774047499998646       0.0020539642948700000818       0.0040558370537700002417       0.0079387715101299997228       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586263501299999826e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51471891174700      7.7027365224199992111e-09          33032.110112199996365         0.82182823967800000542           2086.303132099999857          33702.891713800003345          35.566910296599999697          1.3717725748700000388      9.5550217036600000153e-28      1.0035163405300000949e-99         0.64375759679999999818      1.0035163405300000949e-99      1.9443721402700000941e-05         0.33617773673899997711       0.0020539643249699998315       0.0040558369384599999782       0.0079387716017799998119       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586256155500000089e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51508718719700      7.6842194666999998376e-09          32957.062733200000366         0.82182824153400002576          2086.9530497800001285           33530.64065539999865          35.561359420700000555          1.3717725696300000493       9.532049027160000566e-28      1.0035163405300000949e-99         0.64375760051200003886      1.0035163405300000949e-99      1.9443721704999998448e-05         0.33617773301999998026        0.002053964354930000024       0.0040558368236999998643       0.0079387716930000001153       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05       1.558624884419999995e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51545554332100      7.6657974237099995761e-09           32881.59992770000099         0.82182824338700000144          2087.5546695899997758          33358.813171299996611           35.55575528520000006          1.3717725644100000615       9.509194235880000546e-28      1.0035163405300000949e-99         0.64375760421799999023      1.0035163405300000949e-99      1.9443722006699998473e-05         0.33617772930700001721       0.0020539643848300000346       0.0040558367091400003568       0.0079387717840499992528       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05       1.558624154649999933e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51582411754900      7.6474694582700000704e-09           32805.72285710000142         0.82182824523599995459          2088.1071010400000887           33187.40839959999721          35.550104481799998268          1.3717725591900000737      9.4864561694999994513e-28      1.0035163405300000949e-99         0.64375760791600000754      1.0035163405300000949e-99      1.9443722307899998338e-05         0.33617772560199998821       0.0020539644146800001105       0.0040558365948000002152       0.0079387718749300006937       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586234262199999145e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51619192625900      7.6292867166799998683e-09          32729.649956099998235         0.82182824707699997369          2088.6075001300000622          33016.912118799999007          35.544429417499998181          1.3717725540000000883      9.4638982809800003062e-28      1.0035163405300000949e-99         0.64375761159800004574      1.0035163405300000949e-99      1.9443722607600001108e-05         0.33617772191400002724       0.0020539644443900001956       0.0040558364809899997289       0.0079387719653899995603       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05       1.558622701210000096e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
                51655952583000      7.6112467423900007683e-09          32653.387303799998335         0.82182824890899996984          2089.0594399100000373          32847.318667200001073          35.538736644499998363          1.3717725488300001047      9.4415175224799997875e-28      1.0035163405300000949e-99         0.64375761526200003804      1.0035163405300000949e-99      1.9443722906000001429e-05         0.33617771824300002326       0.0020539644739599998563       0.0040558363676999999517        0.007938772055429999322       0.0021288213024800001737      0.00081081192470599996319      0.00089476020801399999173      0.00044591876249999999778      8.8048009653300004476e-05      7.8728240015199998383e-05      1.5586219795800000429e-68      1.0035163405300000949e-99      1.0035163405300000949e-99      8.9681194949700002985e-05       0.0014598802325300000177
